study,session,pNo,condition,congruency,sessionOrder,a,v,t0_Ter
2,1,42,deplete,congruent,deplete-control,0.0905,0.1766,0.4175
2,1,42,deplete,incongruent,deplete-control,0.0941,0.1197,0.3841
2,1,43,control,congruent,control-deplete,0.1173,0.2227,0.4504
2,1,43,control,incongruent,control-deplete,0.1343,0.2334,0.5009
2,2,43,deplete,congruent,control-deplete,0.1171,0.3099,0.5086
2,2,43,deplete,incongruent,control-deplete,0.1158,0.2446,0.5631
2,2,44,control,congruent,deplete-control,0.1157,0.4717,0.4076
2,2,44,control,incongruent,deplete-control,0.0691,0.1812,0.6035
2,1,44,deplete,congruent,deplete-control,0.1215,0.3925,0.3879
2,1,44,deplete,incongruent,deplete-control,0.0795,0.1089,0.5905
2,1,45,control,congruent,control-deplete,0.1907,0.2871,0.3952
2,1,45,control,incongruent,control-deplete,0.1166,0.1094,0.6656
2,2,45,deplete,congruent,control-deplete,0.1276,0.3147,0.459
2,2,45,deplete,incongruent,control-deplete,0.1121,0.2088,0.688
2,1,46,control,congruent,control-deplete,0.1661,0.3292,0.4745
2,1,46,control,incongruent,control-deplete,0.1286,0.214,0.6429
2,2,46,deplete,congruent,control-deplete,0.1962,0.2787,0.4261
2,2,46,deplete,incongruent,control-deplete,0.1748,0.2302,0.6349
2,2,48,control,congruent,deplete-control,0.0997,0.2628,0.4016
2,2,48,control,incongruent,deplete-control,0.102,0.1888,0.4611
2,1,48,deplete,congruent,deplete-control,0.1534,0.3099,0.4123
2,1,48,deplete,incongruent,deplete-control,0.1038,0.1572,0.575
2,1,49,control,congruent,control-deplete,0.1306,0.2771,0.3764
2,1,49,control,incongruent,control-deplete,0.1129,0.1074,0.5127
2,2,49,deplete,congruent,control-deplete,0.0948,0.2419,0.4063
2,2,49,deplete,incongruent,control-deplete,0.0972,0.1632,0.3971
2,2,50,control,congruent,deplete-control,0.1073,0.3408,0.3577
2,2,50,control,incongruent,deplete-control,0.0919,0.1844,0.4625
2,1,50,deplete,congruent,deplete-control,0.1296,0.3688,0.3513
2,1,50,deplete,incongruent,deplete-control,0.0839,0.1602,0.5294
2,1,51,control,congruent,control-deplete,0.1133,0.3582,0.3958
2,1,51,control,incongruent,control-deplete,0.0916,0.2667,0.4242
2,2,51,deplete,congruent,control-deplete,0.1267,0.3759,0.4017
2,2,51,deplete,incongruent,control-deplete,0.1028,0.283,0.4652
2,2,52,control,congruent,deplete-control,0.0924,0.3169,0.4052
2,2,52,control,incongruent,deplete-control,0.0898,0.2835,0.4735
2,1,52,deplete,congruent,deplete-control,0.0991,0.337,0.4135
2,1,52,deplete,incongruent,deplete-control,0.0894,0.1374,0.429
2,1,53,control,congruent,control-deplete,0.1551,0.3497,0.4696
2,1,53,control,incongruent,control-deplete,0.1426,0.3326,0.5722
2,2,53,deplete,congruent,control-deplete,0.1257,0.3768,0.4538
2,2,53,deplete,incongruent,control-deplete,0.1196,0.2787,0.4999
2,1,55,control,congruent,control-deplete,0.1278,0.3733,0.3038
2,1,55,control,incongruent,control-deplete,0.0928,0.1418,0.3473
2,2,55,deplete,congruent,control-deplete,0.0873,0.3164,0.3297
2,2,55,deplete,incongruent,control-deplete,0.0925,0.1915,0.2968
2,2,56,control,congruent,deplete-control,0.1291,0.3663,0.449
2,2,56,control,incongruent,deplete-control,0.1215,0.2697,0.4614
2,1,56,deplete,congruent,deplete-control,0.1233,0.2695,0.4324
2,1,56,deplete,incongruent,deplete-control,0.1314,0.3037,0.446
2,2,60,control,congruent,deplete-control,0.1019,0.3277,0.4139
2,2,60,control,incongruent,deplete-control,0.0975,0.2549,0.4626
2,1,60,deplete,congruent,deplete-control,0.1291,0.2797,0.3873
2,1,60,deplete,incongruent,deplete-control,0.102,0.1429,0.5119
2,1,61,control,congruent,control-deplete,0.114,0.2938,0.3833
2,1,61,control,incongruent,control-deplete,0.1117,0.2587,0.4025
2,2,61,deplete,congruent,control-deplete,0.1052,0.3177,0.4151
2,2,61,deplete,incongruent,control-deplete,0.1072,0.3075,0.4467
2,2,62,control,congruent,deplete-control,0.0913,0.4013,0.3469
2,2,62,control,incongruent,deplete-control,0.0955,0.4074,0.3705
2,1,62,deplete,congruent,deplete-control,0.1558,0.3039,0.3079
2,1,62,deplete,incongruent,deplete-control,0.123,0.2303,0.4121
2,1,63,control,congruent,control-deplete,0.1808,0.2638,0.4085
2,1,63,control,incongruent,control-deplete,0.1345,0.1906,0.6403
2,2,63,deplete,congruent,control-deplete,0.2046,0.2677,0.3827
2,2,63,deplete,incongruent,control-deplete,0.1763,0.2262,0.5576
2,2,64,control,congruent,deplete-control,0.1428,0.3335,0.353
2,2,64,control,incongruent,deplete-control,0.111,0.1409,0.3716
2,1,64,deplete,congruent,deplete-control,0.1663,0.2854,0.3224
2,1,64,deplete,incongruent,deplete-control,0.1461,0.1952,0.3973
2,1,67,control,congruent,control-deplete,0.1301,0.2362,0.4424
2,1,67,control,incongruent,control-deplete,,,
2,2,67,deplete,congruent,control-deplete,0.1212,0.2415,0.4456
2,2,67,deplete,incongruent,control-deplete,0.1125,0.085,0.6408
2,2,68,control,congruent,deplete-control,0.1349,0.2496,0.458
2,2,68,control,incongruent,deplete-control,0.1179,0.1815,0.5362
2,1,68,deplete,congruent,deplete-control,0.147,0.2456,0.4545
2,1,68,deplete,incongruent,deplete-control,0.1186,0.168,0.5275
2,1,69,control,congruent,control-deplete,0.1698,0.3195,0.323
2,1,69,control,incongruent,control-deplete,0.1399,0.2356,0.3945
2,2,69,deplete,congruent,control-deplete,0.1345,0.2986,0.3583
2,2,69,deplete,incongruent,control-deplete,0.1268,0.257,0.4372
2,2,70,control,congruent,deplete-control,0.1372,0.3445,0.3584
2,2,70,control,incongruent,deplete-control,0.1316,0.2973,0.4092
2,1,70,deplete,congruent,deplete-control,0.1401,0.3361,0.3796
2,1,70,deplete,incongruent,deplete-control,0.1172,0.2658,0.415
2,1,71,control,congruent,control-deplete,0.1579,0.3468,0.3946
2,1,71,control,incongruent,control-deplete,0.1138,0.2539,0.6184
2,2,71,deplete,congruent,control-deplete,0.1139,0.2433,0.418
2,2,71,deplete,incongruent,control-deplete,0.0901,0.1271,0.6553
2,2,72,control,congruent,deplete-control,0.11,0.3691,0.4265
2,2,72,control,incongruent,deplete-control,0.1137,0.2719,0.443
2,1,72,deplete,congruent,deplete-control,0.1458,0.3726,0.3951
2,1,72,deplete,incongruent,deplete-control,0.1258,0.2559,0.506
2,1,73,control,congruent,control-deplete,0.1126,0.2967,0.4092
2,1,73,control,incongruent,control-deplete,0.0955,0.1298,0.4903
2,2,73,deplete,congruent,control-deplete,0.1272,0.3749,0.4073
2,2,73,deplete,incongruent,control-deplete,0.0949,0.2661,0.5818
2,1,75,control,congruent,control-deplete,0.1319,0.2745,0.4654
2,1,75,control,incongruent,control-deplete,0.1678,0.2817,0.469
2,2,75,deplete,congruent,control-deplete,0.124,0.2507,0.4497
2,2,75,deplete,incongruent,control-deplete,0.0981,0.2387,0.5869
2,2,76,control,congruent,deplete-control,0.102,0.4668,0.3814
2,2,76,control,incongruent,deplete-control,0.0987,0.322,0.4182
2,1,76,deplete,congruent,deplete-control,0.0862,0.3416,0.3522
2,1,76,deplete,incongruent,deplete-control,0.108,0.3695,0.344
2,1,77,control,congruent,control-deplete,0.1632,0.3351,0.3561
2,1,77,control,incongruent,control-deplete,0.1078,0.1451,0.4951
2,2,77,deplete,congruent,control-deplete,0.1191,0.3418,0.4258
2,2,77,deplete,incongruent,control-deplete,0.1041,0.0942,0.5017
2,2,78,control,congruent,deplete-control,0.1158,0.3156,0.4211
2,2,78,control,incongruent,deplete-control,0.0961,0.2333,0.4394
2,1,78,deplete,congruent,deplete-control,0.1507,0.3153,0.3326
2,1,78,deplete,incongruent,deplete-control,0.1138,0.1808,0.4337
2,2,79,control,congruent,deplete-control,0.1441,0.3316,0.4116
2,2,79,control,incongruent,deplete-control,0.0909,0.1621,0.6739
2,1,79,deplete,congruent,deplete-control,0.1442,0.3303,0.4515
2,1,79,deplete,incongruent,deplete-control,0.1116,0.1918,0.6609
2,2,80,control,congruent,deplete-control,0.1415,0.3858,0.4214
2,2,80,control,incongruent,deplete-control,0.1163,0.2865,0.4909
2,1,80,deplete,congruent,deplete-control,0.1576,0.347,0.4168
2,1,80,deplete,incongruent,deplete-control,0.1194,0.2759,0.5613
2,2,81,control,congruent,deplete-control,0.113,0.2312,0.4483
2,2,81,control,incongruent,deplete-control,0.0967,0.0933,0.5623
2,1,81,deplete,congruent,deplete-control,0.1118,0.2626,0.4681
2,1,81,deplete,incongruent,deplete-control,0.1023,0.0976,0.5038
2,2,82,control,congruent,deplete-control,0.1163,0.2857,0.4283
2,2,82,control,incongruent,deplete-control,0.1176,0.2039,0.4326
2,1,82,deplete,congruent,deplete-control,0.1455,0.3735,0.406
2,1,82,deplete,incongruent,deplete-control,0.126,0.3072,0.4406
2,1,83,control,congruent,control-deplete,0.1665,0.2191,0.4403
2,1,83,control,incongruent,control-deplete,0.1323,0.1013,0.7026
2,2,83,deplete,congruent,control-deplete,0.1328,0.1792,0.4834
2,2,83,deplete,incongruent,control-deplete,0.1176,0.0589,0.6705
2,2,84,control,congruent,deplete-control,0.1033,0.2174,0.3741
2,2,84,control,incongruent,deplete-control,0.1368,0.2888,0.3689
2,1,84,deplete,congruent,deplete-control,0.1087,0.3065,0.4388
2,1,84,deplete,incongruent,deplete-control,0.1414,0.333,0.4074
2,2,86,control,congruent,deplete-control,0.1181,0.4031,0.3539
2,2,86,control,incongruent,deplete-control,0.0872,0.2208,0.4144
2,1,86,deplete,congruent,deplete-control,0.1183,0.4032,0.4476
2,1,86,deplete,incongruent,deplete-control,0.1062,0.2258,0.4738
2,1,87,control,congruent,control-deplete,0.0962,0.3484,0.3724
2,1,87,control,incongruent,control-deplete,0.1171,0.2813,0.3791
2,2,87,deplete,congruent,control-deplete,0.0964,0.2857,0.3701
2,2,87,deplete,incongruent,control-deplete,0.0916,0.178,0.3851
2,2,88,control,congruent,deplete-control,0.1592,0.2082,0.3295
2,2,88,control,incongruent,deplete-control,0.1495,0.1741,0.4411
2,1,88,deplete,congruent,deplete-control,0.2252,0.2417,0.3193
2,1,88,deplete,incongruent,deplete-control,0.1251,0.1202,0.5869
2,1,89,control,congruent,control-deplete,0.1554,0.306,0.4823
2,1,89,control,incongruent,control-deplete,0.1232,0.2033,0.6659
2,2,89,deplete,congruent,control-deplete,0.1561,0.3498,0.3824
2,2,89,deplete,incongruent,control-deplete,0.1167,0.2792,0.5403
2,2,90,control,congruent,deplete-control,0.1319,0.2757,0.4414
2,2,90,control,incongruent,deplete-control,0.1353,0.2364,0.5476
2,1,90,deplete,congruent,deplete-control,0.1242,0.2886,0.4305
2,1,90,deplete,incongruent,deplete-control,0.0974,0.1375,0.6153
2,2,92,control,congruent,deplete-control,0.1625,0.2914,0.3902
2,2,92,control,incongruent,deplete-control,0.1025,0.133,0.6151
2,1,92,deplete,congruent,deplete-control,0.1525,0.2668,0.4389
2,1,92,deplete,incongruent,deplete-control,0.1235,0.1779,0.6365
2,1,93,control,congruent,control-deplete,0.1731,0.207,0.4421
2,1,93,control,incongruent,control-deplete,0.1584,0.2092,0.5662
2,2,93,deplete,congruent,control-deplete,0.1453,0.2281,0.4511
2,2,93,deplete,incongruent,control-deplete,0.1459,0.2234,0.5473
2,2,94,control,congruent,deplete-control,0.1118,0.425,0.3427
2,2,94,control,incongruent,deplete-control,0.0906,0.3169,0.3482
2,1,94,deplete,congruent,deplete-control,0.0888,0.3519,0.3554
2,1,94,deplete,incongruent,deplete-control,0.1096,0.3656,0.3411
2,1,95,control,congruent,control-deplete,0.1962,0.2783,0.3885
2,1,95,control,incongruent,control-deplete,0.1327,0.1918,0.542
2,2,95,deplete,congruent,control-deplete,0.1396,0.3411,0.3848
2,2,95,deplete,incongruent,control-deplete,0.1031,0.1804,0.4453
2,2,96,control,congruent,deplete-control,0.132,0.2517,0.4467
2,2,96,control,incongruent,deplete-control,0.104,0.1832,0.5862
2,1,96,deplete,congruent,deplete-control,0.1698,0.2784,0.4389
2,1,96,deplete,incongruent,deplete-control,0.1322,0.1926,0.6483
2,1,97,control,congruent,control-deplete,0.1257,0.3803,0.3984
2,1,97,control,incongruent,control-deplete,0.1057,0.2371,0.4975
2,2,97,deplete,congruent,control-deplete,0.1113,0.4285,0.3804
2,2,97,deplete,incongruent,control-deplete,0.1035,0.3236,0.4238
2,1,99,control,congruent,control-deplete,0.1263,0.3207,0.3785
2,1,99,control,incongruent,control-deplete,0.1547,0.2901,0.3786
2,2,99,deplete,congruent,control-deplete,0.1094,0.3663,0.37
2,2,99,deplete,incongruent,control-deplete,0.0951,0.2612,0.4182
2,2,100,control,congruent,deplete-control,0.127,0.1714,0.4054
2,2,100,control,incongruent,deplete-control,0.16,0.1498,0.465
2,1,100,deplete,congruent,deplete-control,0.1293,0.2123,0.3731
2,1,100,deplete,incongruent,deplete-control,0.1715,0.2292,0.3716
2,1,101,control,congruent,control-deplete,0.1757,0.2706,0.3914
2,1,101,control,incongruent,control-deplete,0.1257,0.1655,0.5881
2,2,101,deplete,congruent,control-deplete,0.1483,0.2247,0.4394
2,2,101,deplete,incongruent,control-deplete,0.1653,0.2436,0.5275
2,2,102,control,congruent,deplete-control,0.1347,0.3535,0.3563
2,2,102,control,incongruent,deplete-control,0.1142,0.248,0.4443
2,1,102,deplete,congruent,deplete-control,0.1206,0.2585,0.4264
2,1,102,deplete,incongruent,deplete-control,0.1188,0.1768,0.615
2,1,103,control,congruent,control-deplete,0.081,0.2291,0.4203
2,1,103,control,incongruent,control-deplete,0.0759,0.0435,0.4249
2,2,103,deplete,congruent,control-deplete,0.0832,0.2042,0.4284
2,2,103,deplete,incongruent,control-deplete,0.0882,0.0568,0.3835
2,2,104,control,congruent,deplete-control,0.0958,0.2584,0.3568
2,2,104,control,incongruent,deplete-control,0.1219,0.2103,0.3279
2,1,104,deplete,congruent,deplete-control,0.0991,0.2934,0.4206
2,1,104,deplete,incongruent,deplete-control,0.1243,0.2522,0.3958
2,1,107,control,congruent,control-deplete,0.1489,0.3668,0.4639
2,1,107,control,incongruent,control-deplete,0.1542,0.3042,0.5476
2,2,107,deplete,congruent,control-deplete,0.1634,0.3336,0.3838
2,2,107,deplete,incongruent,control-deplete,0.1133,0.2535,0.5072
2,1,109,control,congruent,control-deplete,0.1469,0.3248,0.4686
2,1,109,control,incongruent,control-deplete,0.1114,0.151,0.6842
2,2,109,deplete,congruent,control-deplete,0.1247,0.3826,0.4721
2,2,109,deplete,incongruent,control-deplete,0.0972,0.1843,0.5745
2,2,110,control,congruent,deplete-control,0.146,0.374,0.39
2,2,110,control,incongruent,deplete-control,0.1005,0.2027,0.4697
2,1,110,deplete,congruent,deplete-control,0.1379,0.3952,0.3626
2,1,110,deplete,incongruent,deplete-control,0.146,0.3201,0.39
2,1,111,control,congruent,control-deplete,0.1886,0.2899,0.4995
2,1,111,control,incongruent,control-deplete,0.1143,0.2293,0.7916
2,2,111,deplete,congruent,control-deplete,0.1466,0.3248,0.4885
2,2,111,deplete,incongruent,control-deplete,0.1001,0.199,0.672
2,1,113,control,congruent,control-deplete,0.1289,0.3708,0.4557
2,1,113,control,incongruent,control-deplete,0.0885,0.2646,0.5994
2,2,113,deplete,congruent,control-deplete,0.1269,0.4316,0.3445
2,2,113,deplete,incongruent,control-deplete,0.0866,0.2658,0.4362
2,2,114,control,congruent,deplete-control,0.1593,0.3427,0.3987
2,2,114,control,incongruent,deplete-control,0.1083,0.2653,0.6299
2,1,114,deplete,congruent,deplete-control,0.1577,0.3026,0.5217
2,1,114,deplete,incongruent,deplete-control,0.1079,0.2322,0.7589
2,1,115,control,congruent,control-deplete,0.1196,0.3973,0.3581
2,1,115,control,incongruent,control-deplete,0.0997,0.1844,0.4071
2,2,115,deplete,congruent,control-deplete,0.1295,0.3678,0.3471
2,2,115,deplete,incongruent,control-deplete,0.1078,0.1538,0.4768
2,2,116,control,congruent,deplete-control,0.1083,0.3382,0.3858
2,2,116,control,incongruent,deplete-control,0.0973,0.2446,0.4625
2,1,116,deplete,congruent,deplete-control,0.1117,0.3635,0.4431
2,1,116,deplete,incongruent,deplete-control,0.1047,0.2432,0.5756
2,1,123,control,congruent,control-deplete,0.1577,0.2581,0.3581
2,1,123,control,incongruent,control-deplete,0.1126,0.0998,0.6044
2,2,123,deplete,congruent,control-deplete,0.0988,0.2771,0.3737
2,2,123,deplete,incongruent,control-deplete,0.1084,0.1485,0.3482
2,2,124,control,congruent,deplete-control,0.0985,0.4133,0.4242
2,2,124,control,incongruent,deplete-control,0.0918,0.205,0.5185
2,1,124,deplete,congruent,deplete-control,0.1212,0.4483,0.4415
2,1,124,deplete,incongruent,deplete-control,0.1047,0.2907,0.49
2,1,125,control,congruent,control-deplete,0.1353,0.4021,0.3197
2,1,125,control,incongruent,control-deplete,0.0928,0.2583,0.3841
2,2,125,deplete,congruent,control-deplete,0.1201,0.3395,0.3751
2,2,125,deplete,incongruent,control-deplete,0.0936,0.1988,0.4184
2,2,126,control,congruent,deplete-control,0.1207,0.3363,0.3833
2,2,126,control,incongruent,deplete-control,0.0971,0.1983,0.3981
2,1,126,deplete,congruent,deplete-control,0.1873,0.2914,0.3832
2,1,126,deplete,incongruent,deplete-control,0.133,0.1463,0.5505
2,1,127,control,congruent,control-deplete,0.1306,0.4166,0.4058
2,1,127,control,incongruent,control-deplete,0.0882,0.2447,0.5247
2,2,127,deplete,congruent,control-deplete,0.1259,0.4337,0.4269
2,2,127,deplete,incongruent,control-deplete,0.0919,0.2811,0.5717
2,2,128,control,congruent,deplete-control,0.0853,0.2532,0.4181
2,2,128,control,incongruent,deplete-control,0.0872,0.1563,0.4199
2,1,128,deplete,congruent,deplete-control,0.1054,0.2434,0.371
2,1,128,deplete,incongruent,deplete-control,0.0911,0.1768,0.4652
2,1,129,control,congruent,control-deplete,0.1499,0.3636,0.3889
2,1,129,control,incongruent,control-deplete,0.0967,0.1688,0.5578
2,2,129,deplete,congruent,control-deplete,0.128,0.3178,0.4413
2,2,129,deplete,incongruent,control-deplete,0.0977,0.1487,0.5988
2,1,131,control,congruent,control-deplete,0.1573,0.3465,0.4069
2,1,131,control,incongruent,control-deplete,0.1492,0.2594,0.5149
2,2,131,deplete,congruent,control-deplete,0.1182,0.3062,0.4571
2,2,131,deplete,incongruent,control-deplete,0.1021,0.1692,0.4688
2,1,133,control,congruent,control-deplete,0.2192,0.2479,0.3386
2,1,133,control,incongruent,control-deplete,0.1821,0.1779,0.5316
2,2,133,deplete,congruent,control-deplete,0.1471,0.276,0.4269
2,2,133,deplete,incongruent,control-deplete,0.1267,0.1911,0.5706
2,2,134,control,congruent,deplete-control,0.1304,0.3645,0.3691
2,2,134,control,incongruent,deplete-control,0.123,0.2648,0.4938
2,1,134,deplete,congruent,deplete-control,0.1612,0.2965,0.3383
2,1,134,deplete,incongruent,deplete-control,0.1285,0.1792,0.5261
2,1,135,control,congruent,control-deplete,0.1649,0.33,0.3889
2,1,135,control,incongruent,control-deplete,0.1493,0.2621,0.4916
2,2,135,deplete,congruent,control-deplete,0.1078,0.3768,0.3988
2,2,135,deplete,incongruent,control-deplete,0.112,0.2891,0.4385
2,1,137,control,congruent,control-deplete,0.1597,0.2987,0.3634
2,1,137,control,incongruent,control-deplete,0.1133,0.1287,0.5777
2,2,137,deplete,congruent,control-deplete,0.1631,0.3357,0.3614
2,2,137,deplete,incongruent,control-deplete,0.102,0.126,0.5731
2,2,138,control,congruent,deplete-control,0.1084,0.2684,0.4112
2,2,138,control,incongruent,deplete-control,0.1119,0.1488,0.5168
2,1,138,deplete,congruent,deplete-control,0.1226,0.4395,0.4149
2,1,138,deplete,incongruent,deplete-control,0.1022,0.2932,0.4084
2,1,139,control,congruent,control-deplete,0.1666,0.3277,0.3899
2,1,139,control,incongruent,control-deplete,0.1279,0.2231,0.5095
2,2,139,deplete,congruent,control-deplete,0.1256,0.2861,0.4588
2,2,139,deplete,incongruent,control-deplete,0.1199,0.1477,0.643
2,2,140,control,congruent,deplete-control,0.1054,0.2249,0.4084
2,2,140,control,incongruent,deplete-control,0.0982,0.1825,0.4772
2,1,140,deplete,congruent,deplete-control,0.101,0.2403,0.382
2,1,140,deplete,incongruent,deplete-control,0.1,0.1727,0.4288
2,2,142,control,congruent,deplete-control,0.0914,0.273,0.3596
2,2,142,control,incongruent,deplete-control,0.1004,0.1831,0.4102
2,1,142,deplete,congruent,deplete-control,0.126,0.2637,0.4055
2,1,142,deplete,incongruent,deplete-control,0.0949,0.1562,0.5076
2,1,143,control,congruent,control-deplete,0.1327,0.4114,0.3555
2,1,143,control,incongruent,control-deplete,0.1397,0.3317,0.3969
2,2,143,deplete,congruent,control-deplete,0.1341,0.4051,0.3813
